setting,workspace,milestone_id,model_run,result_path,resolved,recall,precision,score
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_599112e_1/evaluation_result_filtered.json,0.0,0.16666666666666666,1.0,0.2857142857142857
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_7ff1fd2_1/evaluation_result.json,0.0,0.6896551724137931,1.0,0.8163265306122449
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_8bb4d44_1/evaluation_result.json,0.0,0.375,0.5714285714285714,0.4528301886792453
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_aa99601_1/evaluation_result.json,0.0,0.5,0.06382978723404255,0.11320754716981131
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_be3778b_1/evaluation_result.json,0.0,0.7777777777777778,0.5,0.6086956521739131
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_e662c19_1/evaluation_result.json,0.0,0.8,0.52,0.6303030303030304
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_e9a3625_1_sub-01/evaluation_result.json,0.0,1.0,0.15,0.2608695652173913
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_e9a3625_1_sub-02/evaluation_result.json,0.0,0.0,0.0002655337227827934,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_e9a3625_1_sub-03/evaluation_result.json,0.0,0.045454545454545456,0.0005219206680584551,0.0010319917440660474
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_f59af37_1/evaluation_result_filtered.json,0.0,0.8125,0.4666666666666667,0.5928338762214983
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_claude-code_sonnet-4.6_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_claude-code_sonnet-4.6_run_002/evaluation/milestone_seed_fba5938_1/evaluation_result.json,0.0,0.0,0.07692307692307693,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/feature_enhancements/evaluation_result.json,0.0,0.6923076923076923,0.05917159763313609,0.10902483343428225
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/maintenance_bug_fixes/evaluation_result.json,0.0,1.0,0.010830324909747292,0.02142857142857143
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/maintenance_ui_ux/evaluation_result_filtered.json,0.0,1.0,0.49122807017543857,0.6588235294117647
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_05df321_1/evaluation_result.json,0.0,1.0,0.0034602076124567475,0.006896551724137931
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_3762d40_1/evaluation_result.json,0.0,0.125,0.05405405405405406,0.07547169811320754
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_3f47487_1/evaluation_result_filtered.json,0.0,0.6,0.045774647887323945,0.08505997818974918
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_56c7fc1_1/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_599112e_1/evaluation_result_filtered.json,0.0,0.0,0.006896551724137931,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_7ff1fd2_1/evaluation_result.json,0.0,1.0,0.1724137931034483,0.29411764705882354
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_8bb4d44_1/evaluation_result.json,0.0,0.5,0.03289473684210526,0.061728395061728385
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_aa99601_1/evaluation_result.json,0.0,0.5,0.014150943396226415,0.027522935779816512
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_be3778b_1/evaluation_result.json,0.0,0.7777777777777778,0.047337278106508875,0.08924302788844621
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_e662c19_1/evaluation_result.json,0.0,0.5333333333333333,0.05232558139534884,0.09530112508272667
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-01/evaluation_result.json,0.0,0.0,0.0002623983206507478,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-02/evaluation_result.json,0.0,0.0,0.0002646202699126753,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-03/evaluation_result.json,0.0,0.045454545454545456,0.0005201560468140442,0.0010285420416559527
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_f59af37_1/evaluation_result_filtered.json,0.0,0.0,0.0002633658151171978,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.2-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2-codex_run_002/evaluation/milestone_seed_fba5938_1/evaluation_result.json,0.0,0.0,0.0002638522427440633,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/feature_enhancements/evaluation_result.json,0.0,0.7692307692307693,0.16666666666666666,0.273972602739726
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/maintenance_bug_fixes/evaluation_result.json,0.0,1.0,0.015789473684210527,0.031088082901554404
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/maintenance_ui_ux/evaluation_result_filtered.json,0.0,1.0,0.49122807017543857,0.6588235294117647
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_05df321_1/evaluation_result.json,0.0,1.0,0.005,0.009950248756218907
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_3762d40_1/evaluation_result.json,0.0,0.375,0.10256410256410256,0.16107382550335572
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_3f47487_1/evaluation_result_filtered.json,0.0,0.45,0.05235602094240838,0.09379885356956748
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_56c7fc1_1/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_599112e_1/evaluation_result_filtered.json,0.0,0.3333333333333333,1.0,0.5
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_7ff1fd2_1/evaluation_result.json,0.0,1.0,0.8333333333333334,0.9090909090909091
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_8bb4d44_1/evaluation_result.json,0.0,0.5,0.12195121951219512,0.19607843137254902
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_aa99601_1/evaluation_result.json,0.0,0.5,0.033707865168539325,0.06315789473684211
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_be3778b_1/evaluation_result.json,0.0,0.7777777777777778,0.13793103448275862,0.23430962343096237
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_e662c19_1/evaluation_result.json,0.0,0.5333333333333333,0.14754098360655737,0.23113964686998392
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_e9a3625_1_sub-01/evaluation_result.json,0.0,0.0,0.00026308866087871614,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_e9a3625_1_sub-02/evaluation_result.json,0.0,0.0,0.0002653223666755107,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_e9a3625_1_sub-03/evaluation_result.json,0.0,0.045454545454545456,0.0005215123859191656,0.001031193606599639
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_f59af37_1/evaluation_result_filtered.json,0.0,0.0,0.0002640612622128334,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.2_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.2_run_002/evaluation/milestone_seed_fba5938_1/evaluation_result.json,0.0,0.0,0.00026455026455026457,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/feature_enhancements/evaluation_result.json,0.0,0.7692307692307693,0.4583333333333333,0.5744125326370757
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/maintenance_ui_ux/evaluation_result_filtered.json,0.0,1.0,0.49122807017543857,0.6588235294117647
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_3762d40_1/evaluation_result.json,0.0,0.5,0.125,0.2
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_3f47487_1/evaluation_result_filtered.json,0.0,0.35,0.3333333333333333,0.3414634146341463
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_56c7fc1_1/evaluation_result_filtered.json,1.0,1.0,1.0,1.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_599112e_1/evaluation_result_filtered.json,0.0,0.3333333333333333,1.0,0.5
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_7ff1fd2_1/evaluation_result.json,1.0,1.0,1.0,1.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_8bb4d44_1/evaluation_result.json,0.0,0.375,0.3333333333333333,0.35294117647058826
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_aa99601_1/evaluation_result.json,0.0,0.5,0.04918032786885246,0.08955223880597014
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_be3778b_1/evaluation_result.json,0.0,0.7777777777777778,0.26666666666666666,0.39716312056737585
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_e662c19_1/evaluation_result.json,0.0,0.0,0.05555555555555555,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-01/evaluation_result.json,0.0,1.0,0.3,0.4615384615384615
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-02/evaluation_result.json,0.0,0.65,0.851063829787234,0.7370659107016301
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_e9a3625_1_sub-03/evaluation_result.json,0.0,0.4090909090909091,0.2631578947368421,0.3202846975088968
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_f59af37_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_f59af37_1/evaluation_result_filtered.json,0.0,0.0,0.041666666666666664,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_fba5938_1,_codex_gpt-5.3-codex_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.3-codex_run_002/evaluation/milestone_seed_fba5938_1/evaluation_result.json,0.0,0.0,0.05555555555555555,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,feature_enhancements,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/feature_enhancements/evaluation_result.json,0.0,0.6923076923076923,0.10869565217391304,0.1878914405010438
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_bug_fixes,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/maintenance_bug_fixes/evaluation_result.json,0.0,1.0,0.020833333333333332,0.04081632653061225
e2e,element-hq_element-web_v1.11.95_v1.11.97,maintenance_ui_ux,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/maintenance_ui_ux/evaluation_result_filtered.json,0.0,1.0,0.4057971014492754,0.577319587628866
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_05df321_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_05df321_1/evaluation_result.json,0.0,1.0,0.006369426751592357,0.012658227848101266
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3762d40_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_3762d40_1/evaluation_result.json,0.0,0.0,0.0196078431372549,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_3f47487_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_3f47487_1/evaluation_result_filtered.json,0.0,0.35,0.0851063829787234,0.13691931540342298
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_56c7fc1_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_56c7fc1_1/evaluation_result_filtered.json,0.0,1.0,0.2,0.33333333333333337
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_599112e_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_599112e_1/evaluation_result_filtered.json,0.0,0.16666666666666666,0.14285714285714285,0.15384615384615383
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_7ff1fd2_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_7ff1fd2_1/evaluation_result.json,0.0,0.8620689655172413,0.6842105263157895,0.7629107981220656
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_8bb4d44_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_8bb4d44_1/evaluation_result.json,0.0,0.25,0.04225352112676056,0.07228915662650602
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_aa99601_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_aa99601_1/evaluation_result.json,0.0,0.0,0.008264462809917356,0.0
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_be3778b_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_be3778b_1/evaluation_result.json,0.0,0.7777777777777778,0.0851063829787234,0.15342465753424656
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e662c19_1,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_e662c19_1/evaluation_result.json,0.0,0.5333333333333333,0.0989010989010989,0.16685979142526072
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-01,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_e9a3625_1_sub-01/evaluation_result.json,0.0,1.0,0.03614457831325301,0.06976744186046512
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-02,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_e9a3625_1_sub-02/evaluation_result.json,0.0,0.8333333333333334,0.3227848101265823,0.46532846715328463
e2e,element-hq_element-web_v1.11.95_v1.11.97,milestone_seed_e9a3625_1_sub-03,_codex_gpt-5.4_run_002,SWE-Milestone-log-results/element-hq_element-web_v1.11.95_v1.11.97/e2e_trial/_codex_gpt-5.4_run_002/evaluation/milestone_seed_e9a3625_1_sub-03/evaluation_result.json,0.0,0.8181818181818182,0.13286713286713286,0.2286096256684492
